continent,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Europe,1963,,624153050,,98.303,0.158,4607.006,273.72,6.32,7.384,0.863,,3002.142,4.812,,,,1243.276,160818.219,144709.016,0.769,1322.022,13543.142,,,,0.451,0.001,219.58,0.352,,,,,,,1286.53,2.062,,,,52.87,44.85,58.76,48.85,47.83,56.4,0.06,9.67,21.87,,0.5,20.98,33.79,,,,,
Europe,1964,,629945800,,109.858,0.175,4836.004,228.999,4.97,7.68,0.855,,3020.864,4.798,,,,1353.134,165654.234,147729.875,1.301,1581.605,14988.309,,,,0.531,0.001,259.583,0.412,,,,,,,1445.168,2.295,,,,53.3,44.66,57.93,49.18,47.73,56.43,0.1,10.67,22.7,,0.47,22.52,35.18,,,,,
Europe,1965,,635364164,,114.815,0.181,4978.52,142.515,2.95,7.839,0.843,0.412,2981.291,4.694,,,,1467.949,170632.734,150711.172,1.707,1879.501,16572.42,,30278.764,,0.407,0.001,297.896,0.469,,,,,,,1584.112,2.494,,,19238.041,53.05,43.99,56.33,49.47,47.61,56.43,0.11,11.71,23.53,,0.31,24.21,35.9,,,,,
Europe,1966,,640347256,,122.369,0.191,5149.149,170.629,3.43,8.045,0.834,0.414,2944.296,4.6,,,,1590.318,175781.891,153655.453,1.927,2212.009,18322.178,,31296.113,,0.22,0,332.508,0.52,,,,,,,1749.757,2.734,,,20040.381,52.52,43.39,55.03,49.69,47.47,56.4,0.12,12.72,24.36,,0.15,24.82,36.74,,,,,
Europe,1967,,644936790,,128.255,0.199,5262.923,113.774,2.21,8.164,0.82,0.411,2881.252,4.469,,,,1718.573,181044.828,156536.719,2.191,2585.042,20202.297,,32231.262,,0.264,0,373.033,0.579,,,,,,,1880.12,2.917,,,20787.127,53.46,42.99,54.72,49.95,47.33,56.37,0.12,13.73,25.16,,0.14,26.04,37.03,,,,,
Europe,1968,,649234615,,134.927,0.208,5508.267,245.344,4.66,8.488,0.814,0.404,2894.976,4.461,,,,1853.5,186553.094,159431.688,2.656,3009.188,22256.049,,33788.918,,0.465,0.001,424.147,0.654,,,,,,,2053.752,3.165,,,21936.936,52.82,42.67,54.39,50.15,47.18,56.34,0.13,14.76,25.94,,0.23,27.2,37.14,,,,,
Europe,1969,,653395778,,140.665,0.215,5808.331,300.063,5.45,8.893,0.817,0.397,2953.25,4.522,,,,1994.165,192361.422,162384.938,4.481,3483.508,24494.32,,35652.941,,1.825,0.003,474.319,0.726,,,,,,,2238.271,3.427,,,23295.482,51.93,42.19,53.49,50.27,47.01,56.28,0.2,15.77,26.68,,0.75,27.77,37.43,,,,,
Europe,1970,,657534752,,148.422,0.226,6090.346,282.016,4.86,9.267,0.807,0.391,2926.431,4.453,,,,2142.588,198451.75,165311.359,7.775,3984.258,27005.768,,37566.336,,3.294,0.005,500.751,0.762,,,,,,,2511.449,3.821,,,24701.172,51.43,40.88,51.38,50.35,46.8,56.19,0.3,16.68,27.39,,1.19,27.97,36.93,,,,,
Europe,1971,,661676967,,147.9,0.224,6312.748,222.402,3.65,9.545,0.806,0.396,2894.927,4.377,,,,2290.488,204764.516,168206.297,35.758,4574.049,29657.916,,38614.621,,27.983,0.042,589.791,0.892,,,,,,,2652.146,4.01,,,25550.406,49.66,40.73,50.79,50.31,46.58,56.08,1.24,17.72,28.03,,8.71,30.51,36.83,,,,,
Europe,1972,,665791530,,154.704,0.233,6541.129,228.381,3.62,9.829,0.8,0.392,2835.602,4.261,,,,2445.192,211305.641,171041.891,64.06,5238.332,32516.152,,40242.703,,28.302,0.043,664.283,0.998,,,,,,,2858.239,4.295,,,26793.25,48.99,40.32,49.81,50.22,46.36,55.97,1.99,18.79,28.63,,8.16,32.38,36.81,,,,,
Europe,1973,,669843084,,161.173,0.241,6833.579,292.45,4.47,10.207,0.738,0.387,2866.033,4.281,,,,2606.365,218139.219,173907.938,96.49,5965.147,35563.281,,42179.148,,32.429,0.048,726.816,1.086,,,,,,,3047.128,4.551,,,28253.412,48.17,40.01,48.96,50.09,46.13,55.83,2.66,19.88,29.18,,8.06,34.06,36.7,,,,,
Europe,1974,,673774560,,160.703,0.239,6851.164,17.585,0.26,10.173,0.769,0.395,2858.955,4.245,,,,2767.067,224990.375,176766.891,131.39,6765.988,38559.047,,42400.723,,34.901,0.052,800.841,1.189,,,,,,,2995.765,4.448,,,28568.527,47.99,40.28,48.74,49.96,45.93,55.7,3.27,21.02,29.65,,8.92,36.74,36.6,,,,,
Europe,1975,,677545210,,159.546,0.236,6889.733,38.569,0.56,10.173,0.768,0.402,2866.664,4.233,,,,2926.613,231880.109,179633.547,168.652,7634.804,41516.492,,42651.613,,37.262,0.055,868.815,1.283,,,,,,,2957.447,4.367,,,28898.396,47.9,40.42,47.7,49.84,45.74,55.55,3.88,22.2,30.05,,11.07,39.4,36.45,,,,,
Europe,1976,,681155183,,163.807,0.241,7264.646,374.914,5.44,10.67,0.778,0.401,2979.039,4.376,,,,3090.42,239144.766,182612.594,208.993,8583.215,44649.543,,44507.34,,40.34,0.059,948.411,1.393,,,,,,,3133.049,4.602,,,30316.404,47.12,40.4,47.34,49.69,45.56,55.4,4.4,23.37,30.43,,10.2,40.43,36.63,,,,,
Europe,1977,,684625051,,167.369,0.245,7320.281,55.635,0.77,10.697,0.761,0.399,2968.749,4.338,,,,3257.789,246465.031,185581.344,252.598,9578.36,47794.953,,45494.258,,43.606,0.064,995.146,1.454,,,,,,,3145.412,4.596,,,31146.508,45.95,39.58,46.17,49.48,45.35,55.22,4.93,24.48,30.72,,11.43,41.62,35.43,,,,,
Europe,1978,,687959116,,170,0.247,7552.391,232.109,3.17,10.983,0.762,0.397,2986.386,4.343,,,,3427.789,254017.438,188567.734,299.823,10623.717,51098.379,,47086.457,,47.225,0.069,1045.356,1.52,,,,,,,3303.423,4.804,,,32393.559,43.94,39.61,45.27,49.18,45.16,55.03,5.43,25.53,31.02,,12.11,41.92,36.11,,,,,
Europe,1979,,691165026,,167.743,0.243,7732.355,179.965,2.38,11.193,0.757,0.391,3076.822,4.454,,,,3595.532,261749.781,191644.547,335.039,11733.116,54441.551,,48476.602,,35.216,0.051,1109.399,1.606,,,,,,,3343.175,4.839,,,33505.332,42.72,39.43,44.87,48.83,44.97,54.83,5.7,26.51,31.28,,9.78,41.96,35.93,,,,,
Europe,1980,,694253882,,166.719,0.24,7735.702,3.346,0.04,11.148,0.701,0.401,3164.58,4.56,,,,3762.25,269485.5,194809.141,365.484,12872.269,57676.359,,47930.555,,30.445,0.044,1139.153,1.642,,,,,,,3234.805,4.662,,,33275.973,42.15,39.69,44.86,48.49,44.8,54.63,5.9,27.4,31.52,,9.62,41.92,36.1,,,,,
Europe,1981,,697202605,,160.601,0.23,7453.972,-281.73,-3.64,10.696,0.673,0.397,3028.981,4.347,,,,3922.852,276939.469,197838.109,395.015,14053.058,60730.426,,47400.711,,29.53,0.042,1180.789,1.694,,,,,,,3054.07,4.383,,,33047.898,40.65,39.18,43.04,48.11,44.62,54.41,6.14,28.25,31.7,,12.45,42.75,35.73,,,,,
Europe,1982,,700021736,,156.424,0.224,7394.331,-59.641,-0.8,10.568,0.661,0.403,3039.17,4.344,,,,4079.275,284333.812,200877.281,422.812,15248.481,63705.941,,47135.887,,27.797,0.04,1195.424,1.709,,,,,,,2975.515,4.253,,,32996.145,39.73,39.17,42.44,47.73,44.46,54.18,6.34,29.08,31.87,,11.79,44.26,35.68,,,,,
Europe,1983,,702764495,,156.437,0.223,7400.813,6.483,0.09,10.536,0.648,0.4,3043.789,4.333,,,,4235.712,291734.625,203921.062,449.137,16509.283,66619.406,,47616.727,,26.325,0.038,1260.801,1.795,,,,,,,2913.461,4.148,,,33463.344,38.84,38.96,41.38,47.33,44.3,53.93,6.53,29.92,32.01,,12.36,46.14,35.33,,,,,
Europe,1984,,705505200,,150.988,0.214,7451.776,50.963,0.69,10.568,0.639,0.393,3040.843,4.312,,,,4386.7,299186.375,206961.922,474.723,17842.299,69520.742,,48896.578,,25.586,0.036,1333.017,1.89,,,,,,,2901.343,4.115,,,34496.789,36.71,37.91,39.47,46.86,44.12,53.64,6.72,30.68,32.12,,13.68,44.88,34.82,,,,,
Europe,1985,,708287873,,145.508,0.206,7775.661,323.885,4.35,10.984,0.651,0.239,3301.663,4.664,,,,4532.208,306962.031,210263.578,500.209,19264.234,72401.812,,47166.18,,25.486,0.036,1421.935,2.009,,,,,,,2881.069,4.07,,,33407.234,34.94,38.27,40.03,46.35,43.95,53.36,6.9,31.46,32.21,,14.02,46.1,34.58,,,,,
Europe,1986,,711134449,,148.001,0.208,7788.33,12.669,0.16,10.958,0.634,0.235,3315.441,4.665,,,,4680.208,314750.375,213579.016,522.665,20635.455,75333.023,,47806.625,,22.456,0.032,1371.221,1.929,,,,,,,2931.211,4.124,,,33996.938,34.08,37.77,39.72,45.83,43.77,53.07,7.05,32.11,32.28,,13.2,45.35,34.15,,,,,
Europe,1987,,714002674,,148.335,0.208,7812.748,24.418,0.31,10.948,0.622,0.23,3330.619,4.667,,,,4828.543,322563.125,216909.625,545.319,22148.562,78131.062,,48683.227,,22.654,0.032,1513.107,2.12,,,,,,,2798.034,3.921,,,34759.953,32.73,36.74,38.56,45.27,43.57,52.77,7.19,32.8,32.28,,13.85,46.26,32.28,,,,,
Europe,1988,,716793136,,152.536,0.213,7846.139,33.391,0.43,10.952,0.605,0.229,3292.108,4.595,,,,4981.08,330409.25,220201.75,581.632,23727.83,80916.969,,49057.355,,36.312,0.051,1579.269,2.204,,,,,,,2785.914,3.889,,,35163.977,31.82,35.5,36.85,44.69,43.34,52.43,7.49,33.44,32.23,,19.51,45.97,31.03,,,,,
Europe,1989,,719368318,,154.871,0.215,7813.968,-32.171,-0.41,10.868,0.586,0.228,3210.623,4.465,,,,5135.951,338223.219,223412.375,616.884,25357.924,83700.102,,48783.707,,35.252,0.049,1630.093,2.267,,,,,,,2783.129,3.871,,,35093.453,31.47,34.87,35.85,44.14,43.09,52.08,7.79,34.02,32.17,,23.28,45.5,30.46,,,,,
Europe,1990,,721627214,,153.879,0.213,8015.589,201.621,2.58,11.112,0.604,0.233,2990.532,4.146,7739.747,10.73,0.583,5289.829,346238.812,226402.891,679.957,27103.244,86659.867,103.016,48696.152,,63.074,0.087,1745.321,2.42,12.853,11.822,1467.02,2.033,571.62,0.792,2959.767,4.103,0.143,103.016,35140.469,30.83,35.23,34.32,43.59,42.87,51.73,8.32,34.58,32.17,5.57,24.92,45.43,32.11,46.22,8531.271,9275.39,-275.842,-3.44
Europe,1991,,723558980,,141.499,0.196,7714.386,-301.203,-3.76,10.666,0.58,0.227,2784.894,3.851,7630.417,10.55,0.574,5431.329,353953.188,229187.797,739.902,28844.096,89554.914,195.173,47934.574,,59.945,0.083,1740.851,2.407,12.578,11.549,1424.99,1.969,546.05,0.755,2895.04,4.003,0.127,92.156,34683.492,27.61,33.2,32.26,42.94,42.6,51.35,8.77,35.05,32.09,9.45,22.39,44.42,29.87,42.79,8356.71,9100.85,-83.969,-1.09
Europe,1992,,725190640,,132.116,0.182,7078.817,-635.568,-8.24,9.765,0.539,0.215,2514.334,3.469,6631.891,9.149,0.505,5563.444,361032.031,231702.125,795.158,30563.076,92128.703,279.508,46066.867,,55.255,0.076,1718.98,2.371,11.951,10.925,1365.12,1.882,511.12,0.705,2573.797,3.551,0.116,84.336,33407.262,24.72,31.36,29.82,42.2,42.3,50.95,9.16,35.43,31.96,12.25,23.29,43.38,28.02,39.1,7922.74,8666.939,-446.927,-6.31
Europe,1993,,726475533,,119.667,0.165,6791.984,-286.833,-4.05,9.353,0.523,0.214,2395.362,3.299,6547.994,9.017,0.504,5683.111,367824,234097.484,846.397,32275.721,94566.984,354.301,44379.379,,51.239,0.071,1712.644,2.358,11.395,10.37,1325.23,1.824,490.84,0.676,2438.279,3.358,0.103,74.792,32240.533,21.53,29.78,28.08,41.37,41.98,50.53,9.5,35.73,31.79,14.19,21.94,42.08,26.51,34.78,7533.82,8278.021,-243.99,-3.59
Europe,1994,,727366456,,118.661,0.163,6433.785,-358.199,-5.27,8.849,0.49,0.211,2249.938,3.095,6381.408,8.777,0.486,5801.772,374257.781,236347.422,894.515,33923.344,96866.734,423.99,42529.082,,48.118,0.066,1647.625,2.266,10.877,9.854,1289.52,1.773,478.57,0.658,2299.753,3.163,0.096,69.69,30934.229,20.03,28.02,26.23,40.48,41.62,50.09,9.78,35.92,31.58,15.64,20.3,40.12,24.9,32.37,7167.43,7911.68,-52.377,-0.81
Europe,1995,,727849823,,120.3,0.165,6415.241,-18.544,-0.29,8.818,0.477,0.211,2231.814,3.068,6384.338,8.775,0.474,5922.072,380673.031,238579.234,945.418,35580.27,99151.336,494.687,42406.312,,50.903,0.07,1656.923,2.277,10.789,9.767,1259.02,1.73,467.49,0.642,2284.604,3.14,0.097,70.697,30865.428,19.2,27.35,25.3,39.59,41.26,49.64,10.08,36.06,31.37,16.86,21.65,39.31,24.48,31.8,7108.66,7852.75,-30.903,-0.48
Europe,1996,,727893727,,112.012,0.154,6464.354,49.113,0.77,8.885,0.47,0.211,2192.26,3.013,6543.444,8.993,0.476,6034.084,387137.375,240771.5,996.645,37324.066,101450.516,560.571,42717.703,,51.227,0.07,1743.8,2.397,10.819,9.814,1249.18,1.716,474.43,0.652,2299.171,3.16,0.091,65.884,31093.947,17.53,26.76,24.23,38.69,40.89,49.17,10.36,36.22,31.15,17.77,21.59,39.62,23.93,29.86,7143.84,7874.79,79.091,1.22
Europe,1997,,727560605,,114.208,0.157,6258.128,-206.226,-3.19,8.605,0.44,0.208,2069.927,2.846,6352.408,8.735,0.446,6148.292,393395.5,242841.438,1048.338,39019.918,103711.984,625.553,42043.723,,51.693,0.071,1695.849,2.332,10.484,9.462,1203.94,1.655,459.3,0.631,2261.471,3.11,0.089,64.982,30589.357,17.33,25.75,23,37.82,40.51,48.69,10.63,36.3,30.92,18.53,21.28,38.39,23.17,29.24,6883.82,7627.39,94.279,1.51
Europe,1998,,727050552,,116.117,0.16,6232.187,-25.941,-0.41,8.575,0.425,0.206,1980.269,2.725,6325.896,8.705,0.431,6264.409,399627.719,244821.703,1099.005,40769.863,105983.734,688.982,42303.062,,50.667,0.07,1749.947,2.408,10.407,9.395,1190.46,1.637,432.58,0.595,2271.758,3.126,0.087,63.429,30756.465,17.75,25.75,22.6,37.05,40.15,48.24,10.89,36.41,30.7,19.16,21.89,38.98,23.06,28.95,6830.3,7566.53,93.709,1.5
Europe,1999,,726631500,,118.134,0.163,6147.589,-84.598,-1.36,8.464,0.403,0.203,1899.302,2.615,6228.255,8.575,0.408,6382.543,405775.281,246721,1150.491,42542.262,108226.352,752.637,42269.758,,51.485,0.071,1772.396,2.44,10.308,9.289,1182.13,1.627,406.96,0.56,2242.615,3.088,0.088,63.655,30714.537,17.24,25.07,21.84,36.27,39.79,47.8,11.15,36.49,30.46,19.74,22.99,38.34,22.26,29.26,6749.37,7490.21,80.666,1.31
Europe,2000,,726503746,,122.121,0.168,6149.034,1.445,0.02,8.468,0.383,0.201,1963.231,2.704,6278.734,8.646,0.391,6504.665,411924.344,248684.234,1201.615,44329.84,110386.023,817.949,42772.676,,51.124,0.07,1787.58,2.462,10.354,9.337,1179.47,1.623,404.01,0.556,2159.665,2.974,0.09,65.312,31074.508,17.02,24.37,21.78,35.52,39.42,47.35,11.35,36.54,30.19,20.31,18.96,37.75,21,30.38,6783.35,7522.28,129.701,2.11
Europe,2001,,726734609,,119.392,0.164,6275.941,126.908,2.06,8.64,0.377,0.202,1995.498,2.747,6423.353,8.843,0.386,6624.056,418200.25,250679.719,1252.013,46160.965,112600.641,882.866,43381.324,,50.398,0.069,1831.124,2.521,10.449,8.798,1167.74,1.607,402.24,0.553,2214.613,3.049,0.089,64.917,31526.711,15.96,24.66,22.02,34.75,39.07,46.92,11.53,36.6,29.95,20.82,18.54,38.29,21.35,30.71,6393.9,7593.32,147.411,2.35
Europe,2002,,727291433,,120.354,0.166,6241.656,-34.286,-0.55,8.586,0.365,0.202,1972.208,2.713,6469.904,8.9,0.379,6744.41,424441.906,252651.922,1309.962,47992.117,114795.531,947.966,43081.539,,57.95,0.08,1831.151,2.519,10.411,8.763,1167.4,1.605,398.3,0.548,2194.893,3.019,0.09,65.1,31332.834,15.26,23.97,20.86,33.98,38.71,46.47,11.75,36.63,29.71,21.28,20.2,37.19,21.17,30.31,6373.31,7571.61,228.249,3.66
Europe,2003,,728130211,,124.373,0.171,6387.841,146.186,2.34,8.777,0.363,0.204,2017.658,2.772,6659.5,9.15,0.378,6868.783,430829.75,254669.609,1368.606,49909.527,116998.047,1015.201,43771.41,,58.644,0.081,1917.411,2.635,10.675,9.034,1194.37,1.64,398.83,0.548,2202.52,3.026,0.092,67.235,31871.287,14.67,23.34,19.68,33.19,38.33,45.97,11.97,36.66,29.47,21.72,20.34,37.62,20.65,30.64,6577.71,7772.82,271.659,4.25
Europe,2004,,729162672,,131.817,0.181,6419.13,31.289,0.49,8.807,0.349,0.202,2002.632,2.748,6802.064,9.333,0.37,7000.6,437248.875,256672.219,1429.767,51860.707,119200.82,1084.769,44263.918,,61.161,0.084,1951.179,2.677,10.625,8.986,1181.74,1.621,398.16,0.546,2202.773,3.022,0.095,69.569,32275.598,14.54,22.42,18.38,32.4,37.94,45.44,12.17,36.68,29.21,22.12,19.65,37.04,20,30.24,6551.93,7747.53,382.933,5.97
Europe,2005,,730317952,,135.735,0.186,6410.33,-8.801,-0.14,8.781,0.336,0.201,1958.751,2.683,6853.18,9.388,0.359,7136.335,443659.219,258630.969,1493.494,53832.07,121411.922,1154.425,44336.742,,63.727,0.087,1971.365,2.701,10.578,8.936,1182.18,1.619,388.81,0.532,2211.096,3.029,0.095,69.656,32379.92,14.14,21.65,16.93,31.63,37.53,44.87,12.36,36.67,28.97,22.44,19.19,36.55,19.91,28.9,6525.76,7725.21,442.851,6.91
Europe,2006,,731594771,,141.932,0.194,6509.434,99.105,1.55,8.902,0.324,0.2,2036.208,2.784,7080.476,9.683,0.353,7278.267,450168.656,260667.172,1558.713,55811.145,123627.125,1226.213,44888.895,,65.219,0.089,1979.075,2.706,10.626,8.989,1169.94,1.599,379.31,0.518,2215.212,3.029,0.098,71.788,32840.48,13.55,21.28,16.66,30.82,37.12,44.28,12.56,36.64,28.73,22.72,19.56,35.86,19.76,28.51,6576.33,7773.77,571.041,8.77
Europe,2007,,733004676,,150.966,0.206,6457.353,-52.082,-0.8,8.814,0.306,0.2,2036.827,2.78,7111.558,9.706,0.337,7429.233,456626,262704,1631.613,57784.273,125777.578,1299.302,44448.332,,72.9,0.1,1973.126,2.693,10.556,8.919,1168.36,1.594,384.12,0.524,2150.444,2.935,0.1,73.089,32580.836,13.45,20.5,15.9,30.04,36.7,43.68,12.79,36.57,28.48,22.97,20.92,34.58,19.12,28.22,6537.45,7737.88,654.206,10.13
Europe,2008,,734500462,,139.526,0.19,6384.572,-72.78,-1.13,8.696,0.296,0.199,1962.109,2.673,7033.285,9.58,0.326,7568.76,463010.562,264666.125,1692.64,59784.672,127928.352,1370.033,44233.508,,61.027,0.083,2000.4,2.725,10.383,8.759,1160.84,1.58,381.07,0.519,2150.78,2.93,0.096,70.731,32489.533,12.25,19.91,14.83,29.25,36.28,43.06,12.9,36.48,28.25,23.16,16.84,34.06,19.2,27.3,6433.81,7626.27,648.713,10.16
Europe,2009,,736023886,,111.999,0.152,5871.171,-513.401,-8.04,7.981,0.283,0.194,1744.764,2.372,6413.07,8.717,0.309,7680.759,468881.75,266410.875,1752.478,61637.52,129973.5,1426.61,41548.082,,59.838,0.081,1852.847,2.519,9.656,8.027,1124.61,1.528,357.78,0.486,2045.147,2.78,0.077,56.577,30580.381,9.57,18.58,13.35,28.4,35.85,42.44,12.99,36.33,28.02,23.17,16.28,32.17,18.59,23.33,5907.89,7106.89,541.899,9.23
Europe,2010,,737528005,,113.798,0.154,6098.535,227.364,3.87,8.273,0.284,0.194,1813.962,2.461,6659.242,9.033,0.311,7794.556,474980.281,268224.844,1819.925,63648.789,132003.891,1488.272,43022.027,,67.447,0.091,2011.271,2.728,9.927,8.303,1141.7,1.548,350.45,0.475,2030.394,2.754,0.084,61.663,31729.949,9.12,18.29,12.98,27.55,35.41,41.8,13.13,36.19,27.78,23.24,18.37,32.41,17.96,25.16,6123.63,7321.15,560.707,9.19
Europe,2011,,738977888,,116.489,0.158,6023.668,-74.867,-1.23,8.155,0.273,0.195,1858.919,2.517,6691.871,9.06,0.303,7911.045,481003.969,270083.781,1890.35,65586.281,133979.562,1552.945,42415.719,,70.425,0.095,1937.495,2.623,9.847,8.058,1134.02,1.535,349.38,0.473,1975.667,2.675,0.088,64.673,31344.277,8.67,17.48,12.58,26.7,34.96,41.14,13.3,35.99,27.54,23.26,19.88,30.38,17.43,23.56,5955.05,7276.81,668.203,11.09
Europe,2012,,740362610,,112.335,0.152,5972.231,-51.436,-0.85,8.071,0.269,0.194,1900.966,2.569,6482.13,8.759,0.292,8023.38,486976.188,271984.75,1960.934,67477.883,135913.219,1616.031,42187.383,,70.584,0.095,1891.6,2.556,9.73,7.948,1126.26,1.521,346.83,0.468,1933.661,2.613,0.085,63.085,31233.961,8.15,17.08,12.72,25.87,34.52,40.51,13.45,35.75,27.3,23.24,19.37,29.07,16.82,22.9,5884.07,7204.06,509.899,8.54
Europe,2013,,741688147,,110.003,0.148,5815.575,-156.657,-2.62,7.845,0.261,0.191,1831.111,2.47,6290.538,8.485,0.282,8133.383,492791.75,273815.844,2030.286,69319.234,137814.453,1678.546,41645.754,,69.352,0.094,1841.353,2.484,9.538,7.751,1118.46,1.508,346.68,0.467,1901.239,2.565,0.084,62.516,30888.162,7.65,16.48,12.17,25.06,34.08,39.89,13.58,35.5,27.05,23.17,18.75,28.1,16.41,21.32,5749.12,7074.03,474.963,8.17
Europe,2014,,742972983,,112.454,0.151,5589.757,-225.818,-3.88,7.527,0.247,0.189,1722.348,2.319,6081.61,8.189,0.269,8245.837,498381.531,275538.188,2091.372,71040.266,139724.641,1741.217,40318.922,,61.086,0.082,1721.03,2.318,9.189,7.411,1111.4,1.496,352.39,0.474,1910.168,2.572,0.084,62.671,29955.869,7.53,15.73,11.43,24.29,33.64,39.27,13.64,35.18,26.81,23.06,16.01,25.84,16.42,20.63,5506.32,6827,491.853,8.8
Europe,2015,,744222364,,108.133,0.145,5594.384,4.627,0.08,7.521,0.245,0.19,1699.63,2.285,5967.739,8.023,0.261,8353.971,503975.906,277237.812,2148.572,72750.234,141682.547,1802.761,40129.895,,57.2,0.077,1709.969,2.299,9.142,7.362,1114.37,1.497,350.02,0.47,1957.909,2.632,0.083,61.544,29865.566,7.52,15.76,11.55,23.61,33.22,38.71,13.68,34.85,26.58,22.96,15.36,25.2,16.48,20.41,5478.75,6803.52,373.355,6.67
Europe,2016,,745441389,,106.055,0.142,5590.253,-4.131,-0.07,7.503,0.243,0.188,1605.197,2.154,5938.688,7.97,0.258,8460.025,509566.156,278843.031,2207.383,74531.203,143661.656,1862.857,40613.094,,58.811,0.079,1780.968,2.39,9.12,7.983,1129.21,1.515,353.42,0.474,1979.127,2.656,0.081,60.096,30274.68,7.17,15.77,11.18,22.95,32.82,38.16,13.72,34.55,26.36,22.86,15.17,25.56,16.55,20.11,5950.55,6798.6,348.435,6.23
Europe,2017,,746596844,,108.219,0.145,5620.307,30.054,0.54,7.531,0.238,0.187,1551.034,2.079,6002.691,8.044,0.254,8568.244,515186.469,280394.031,2270.641,76368.508,145661.234,1923.793,40730,,63.258,0.085,1837.3,2.462,9.124,7.984,1141.62,1.529,355.15,0.476,1999.56,2.68,0.082,60.936,30408.889,7.21,15.64,10.73,22.34,32.43,37.63,13.75,34.27,26.14,22.76,14.96,25.82,16.48,20.25,5961.19,6811.64,382.385,6.8
Europe,2018,,747608696,,109.124,0.146,5593.058,-27.249,-0.48,7.485,0.232,0.184,1514.903,2.027,6004.918,8.036,0.249,8677.368,520779.531,281908.969,2339.106,78243.641,147623.516,1986.932,41259.828,,68.465,0.092,1875.139,2.509,9.133,8,1163.42,1.556,351.65,0.47,1962.287,2.626,0.084,63.139,30846.207,6.97,15.26,10.29,21.73,32.05,37.1,13.82,33.98,25.93,22.7,16.61,25.14,16.1,20.95,5980.72,6827.82,411.861,7.36
Europe,2019,,748381407,,110.112,0.147,5430.239,-162.818,-2.91,7.26,,0.182,1342.922,1.795,5846.186,7.816,,8787.48,526209.75,283251.875,2415.121,80111.734,149595.875,2047.661,40577.695,,76.015,0.102,1868.087,2.497,8.972,7.839,1172.67,1.567,353.96,0.473,1972.372,2.637,0.081,60.73,30367.592,6.85,14.8,9.21,21.16,31.67,36.58,13.91,33.68,25.72,22.61,17.49,24.73,16.13,20.03,5866.67,6714.27,415.947,7.66
Europe,2020,,748843389,,110.112,0.147,4946.035,-484.204,-8.92,6.608,,0.181,1146.776,1.532,,,,8897.593,531155.75,284398.656,2491.335,81893.664,151365.906,2108.629,37985.273,,76.214,0.102,1781.935,2.381,,,,,,,1770.029,2.365,0.082,60.967,28445.02,6.77,14.21,8.21,20.61,31.31,36.07,14,33.39,25.54,22.54,17.52,24.08,15.99,20.48,,,,
North America,1785,,,,,,0.004,,,,,,0.004,,,,,,0.004,0.004,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,,0,0,,,,,,,,,,,,
North America,1786,,,,,,0.004,0,0,,,,0.004,,,,,,0.007,0.007,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,,0,0,,,,,,,,,,,,
North America,1787,,,,,,0.004,0,0,,,,0.004,,,,,,0.011,0.011,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,,0,0,,,,,,,,,,,,
North America,1788,,,,,,0.004,0,0,,,,0.004,,,,,,0.015,0.015,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,,0,0,,,,,,,,,,,,
North America,1789,,,,,,0.004,0,0,,,,0.004,,,,,,0.018,0.018,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,,0,0,,,,,,,,,,,,
North America,1790,,15788577,,,,0.004,0,0,0.004,,,0.004,0.004,,,,,0.022,0.022,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,,0,0,,,,,,,,,,,,
North America,1791,,,,,,0.004,0,0,,,,0.004,,,,,,0.026,0.026,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,,0,0,,,,,,,,,,,,
North America,1792,,,,,,0.004,0,0,,,,0.004,,,,,,0.029,0.029,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,,0,0,,,,,,,,,,,,
North America,1793,,,,,,0.004,0,0,,,,0.004,,,,,,0.033,0.033,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,,0.01,0.01,,,,,,,,,,,,
